Country Name,Country ID,Gender,Ruler Name,Person ID,Ruler Dynasty,Secondary Dynasty,Rule Start Month,Rule Start Year,Rule End Month,Rule End Year,Regency 1?,Regent Name,Regent Person ID,Regency 2? ,ID,Start Regency1 Month,Start Regency 1 Year,End Regency1 Month,End Regency1 Year,Start Regency2 Month,Start Regency2 Year,End Regency 2 Month ,End Regency2 Year,Regency 3 name ,ID,Regency 3 Begin Year ,Regency 3 End Month,Regency 3 End ,Was assasinated?,Was Sickly?,Other Notes,IS_MEMBER_HRE,IS_MEMBER_GC,IS_MEMBER_NGC,Is_Member_Habsburg_Alliance_Block,Is_Member_Spanish_Alliance_Block,Capital_Name,Capital_Lat,Capital_Long,Religion,"Reference For Rule Date: 1 for rule begin and end directly from 'Rulers and Governments', 3 for 'Rulers and Governments' as primary source but some minor modification was made or comment was necessary, 4 for ""Monarchs, Rulers, Dynasties and Kingdoms of the World"" as primary source, 5 for other citation, 6 for primary source was non-Rulers and Governments, and some minor modification was made or comment was neccesary",Note on Ruler Coding,Rule Is Transferred to this Individual as a Result of War Outcome,Citation for Rule Is Transferred to this Individual as a Result of War Outcome,Is_Landlocked,Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,Belgium,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,Crown of Castile,Duchy of Holstein,Duchy of Limburg,Duchy of Lucca,Duchy of Luxembourg,Duchy of Parma,Electorate of Saxony/Kingdom of Saxony/Saxony,Electorate/Duchy/Kingdom of Bavaria,Grand Duchy of Hesse (Hesse-Darmstadt),Electorate of Hesse (Hesse-Kassel),Electorate/Margraviate of Brandenburg/Brandenburg-Prussia/Kingdom of Prussia,France -- First French Empire,French First Republic,France -- Kingdom of France,France -- Second French Empire,French Second Republic,French Third Republic (1870-1940),German Confederation [HRE Successor],German Empire [HRE Successor],Grand Duchy of Baden,Grand Duchy of Lithuania,Grand Duchy of Tuscany,Holy Roman Empire,Independent Principality of Lichtenstein,Kingdom of Bohemia,Kingdom of Denmark,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,Kingdom of Greece,Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,Kingdom of Hungary/ Christian Hungary,Kingdom of Naples,Kingdom of Navarre,Kingdom of Norway,Kingdom of Poland/Polish-Lithuanian Commonwealth,Kingdom of Portugal and the Algarves,Kingdom of Romania/United Principalities/Kingdom of Romania/Moldavia,Kingdom of Sardinia/ Peidmont-Sardinia/ Kingdom of Italy,Kingdom of Scotland ,Kingdom of Sicily ,Kingdom of Sweden,Kingdom of the Two Sicilies,Kingdom of Württemberg,Mecklenburg-Schwerin,Mecklenburg-Strelitz,North German Confederation [HRE Successor],Oldenburg,Principality of Bulgaria/Kingdom of Bulgaria,Principality of Montenegro/Kingdom of Montenegro,Principality of Serbia/Kingdom of Serbia,Principality of Zeta,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,Russia -- Grand Duchy of Moscow,Russia -- Tsardom of Russia/Russian Empire,Saxe-Weimar-Eisenach,Spain -- Crown of Aragon,Spain -- Habsburg Spain,Spain -- Kingdom of Spain,Religion Citation,Capital Location Citation
Russia -- Tsardom of Russia/Russian Empire,83,F,Catherine II,1299,Holstein-Gottorp-Romanov,,February ,1764,April,1764,,,,,,,,,,,,,,,,,,,,,,, ,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,No,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,F,Catherine II,1299,Holstein-Gottorp-Romanov,,April,1764,September,1769,,,,,,,,,,,,,,,,,,,,,,, ,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,Yes,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,F,Catherine II,1299,Holstein-Gottorp-Romanov,,September,1769,June,1774,,,,,,,,,,,,,,,,,,,,,,, ,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,Yes,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,F,Catherine II,1299,Holstein-Gottorp-Romanov,,June,1774,April,1789,,,,,,,,,,,,,,,,,,,,,,, ,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,Yes,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,F,Catherine II,1299,Holstein-Gottorp-Romanov,,April,1789,September,1794,,,,,,,,,,,,,,,,,,,,,,, ,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,Yes,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,F,Catherine II,1299,Holstein-Gottorp-Romanov,,September,1794,November,1796,,,,,,,,,,,,,,,,,,,,,,, ,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Paul I,1294,Holstein-Gottorp-Romanov,,November,1796,March,1801,,,,,,,,,,,,,,,,,,,assassinated for alienating royals,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,March,1801,January,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,No,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,January,1807,May,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,Yes,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,May,1807,June,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,No,Yes,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,June,1807,July,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,Yes,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,July ,1807,April,1812,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,April,1812,January,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,Yes,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,January,1813,August,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,August,1813,April,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,April,1815,August,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,No,Never,DNE,DNE,Yes,No,DNE,Never,DNE,DNE,DNE,Yes,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,August,1815,January,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,No,Never,DNE,DNE,Yes,No,DNE,Never,DNE,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,Never,DNE,Never,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander I,1296,Holstein-Gottorp-Romanov,,January,1816,December,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,No,Never,Never,Never,Yes,No,DNE,Never,DNE,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,DNE,Never,DNE,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,December,1825,September,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,No,Never,Never,Never,Yes,No,DNE,Never,DNE,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,DNE,Never,DNE,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Constantine I,1298,Holstein-Gottorp-Romanov,,December,1825,December,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,No,Never,Never,Never,Yes,No,DNE,Never,DNE,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,DNE,Never,DNE,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,September,1830,September,1831,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,DNE,Never,Never,Never,No,Never,Never,Never,Yes,No,DNE,Never,DNE,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,DNE,Never,DNE,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,September,1831,May,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,Never,Never,Never,No,Never,Never,Never,Yes,No,DNE,Never,DNE,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,DNE,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,May,1848,February,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Yes,No,DNE,DNE,DNE,Never,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,DNE,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Yes,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,February,1849,July,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Yes,No,DNE,DNE,DNE,Never,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,Yes,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Yes,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,July,1849,March ,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Yes,No,DNE,DNE,DNE,Never,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,No,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,No,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,March,1851,July,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Yes,No,DNE,DNE,Never,Never,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,No,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,Never,No,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,July,1853,June,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Yes,No,DNE,DNE,Never,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,No,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,Never,Yes,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Nicholas I,42,Holstein-Gottorp-Romanov,,June,1854,March,1855,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Yes,No,DNE,DNE,Never,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,No,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,Never,No,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander II,44,Holstein-Gottorp-Romanov,,March,1855,January,1859,,,,,,,,,,,,,,,,,,,Yes by bomb,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,No,Never,Never,Never,Yes,No,DNE,DNE,Never,DNE,DNE,No,DNE,Never,DNE,Never,DNE,DNE,DNE,No,Never,Never,Never,No,DNE,DNE,No,DNE,Never,No,Never,DNE,DNE,Yes,Never,Never,DNE,DNE,DNE,DNE,Never,Never,No,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander II,44,Holstein-Gottorp-Romanov,,January,1859,January,1870,,,,,,,,,,,,,,,,,,,Yes by bomb,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,DNE,No,Never,Never,Never,Yes,No,DNE,DNE,Never,DNE,Never,No,DNE,Never,DNE,DNE,DNE,Never,DNE,No,Never,Never,Never,No,DNE,DNE,No,DNE,Never,Yes,Never,DNE,DNE,Yes,Never,Never,Never,Never,Never,Never,Never,Never,No,Never,Never,DNE,Never,Never,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander II,44,Holstein-Gottorp-Romanov,,January,1870,June,1877,,,,,,,,,,,,,,,,,,,Yes by bomb,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,Never,Never,DNE,Never,DNE,No,Never,Never,Never,Yes,No,DNE,DNE,Never,DNE,Never,No,Yes,Never,DNE,DNE,DNE,Never,DNE,No,Never,Never,Never,No,DNE,DNE,No,DNE,Never,Yes,Never,DNE,DNE,Yes,Never,Never,Never,Never,Never,Never,Never,Never,No,Never,Never,DNE,Never,Never,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
Russia -- Tsardom of Russia/Russian Empire,83,M,Alexander II,44,Holstein-Gottorp-Romanov,,June ,1877,April,1879,,,,,,,,,,,,,,,,,,,Yes by bomb,,,,,,,,Saint Petersburg,"59,93428","30,335099",Russian Orthodox,1,,,,0,Yes,Never,DNE,DNE,DNE,DNE,DNE,Never,DNE,No,DNE,DNE,DNE,Yes,No,DNE,DNE,DNE,DNE,Never,No,Yes,DNE,DNE,DNE,DNE,Never,DNE,No,Never,Never,DNE,No,DNE,DNE,No,DNE,Never,Yes,Never,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,Yes,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Russian_Empire,https://en.wikipedia.org/wiki/Russian_Empire
