Person ID,Name,Birth Year,Death Year,Coronation Year,Title
34963,Alexander  /Seton/,,1440,,1437,Lord Gordon 1st
34964,Alexander Seton /Gordon/,,1470,,1444,Earl of Huntly 1st
34965,Gille (Egidia) /Hay/,,
34966,Alexander  /Seton/,Sir,
34967,John  /Gordon/,,1402,,Sir
34968,William  /de Seton/,Sir,
34969,Janet  /Fleming/,,
34970,David  /Fleming/,Sir,
34971,William  /Sinclair/,Sir,
34972,Elizabeth  /Keith/,,
34973,Catherine  /Gordon/,,
34974,Perkin  /Warbeck/,1474,1499,,
34975,John  /de Werbecque/,,
34976,George  /Gordon/,,1501,,
34977,Elizabeth  /Keith/,,
34978,Barbara  /Hamilton/,,
34979,Alexander  /Gordon/,,1553,,Lord Gordon
34980,James  /Fleming/,1533,1558,,Lord Fleming 4th
34981,George  /Gordon/,,1576,,1567,Earl of Huntly 5th
34982,John Ogilvie /Gordon/,,1562,,Sir
34983,Jean  /Hamilton/,,1596,,
34984,Anne  /Hamilton/,,
34985,Hugh  /Montgomerie/,,1585,,1546,Earl of Eglintoun 3rd
34986,George  /Gordon/,1563,1636,1599,Marquess of Huntly 1st
34987,Magdalen  /Blair/,,
34988,William  /Blair/,,
34989,Margaret  /Wemyss/,,
34990,James  /Wemyss/,,
34991,Susan  /Murray/,,1725,,
34992,Catherine  /Gordon/,1718,1779,,
34993,Henrietta  /Stuart/,1573,1642,,
34994,Henry  /Stuart/,1544,1545,,
34995,Katherine  /de Balsac/,,1631,,
34996,Guillaume  /de Balsac/,,1555,,Seigneur d'Entragues
34997,Louise  /Humi\x8Ares/,,
34998,George  /Gordon/,,1645,,Lord Gordon
34999,James  /Gordon/,,1649,,1636,Viscount Aboyne 2nd
35000,Lewis  /Gordon/,,1653,,1649,Marquess of Huntley 3rd
35001,Charles  /Gordon/,,1681,,1660,Earl of Aboyne 1st
35002,Adam  /Gordon/,,1636,,Lord
35003,Mary  /Grant/,1707,,
35004,John  /Grant/,Sir,
35005,Mary  /Ogilvy/,,
35006,Walter  /Ogilvy/,1616,Lord Ogilvy of Deskford 1,
35007,James  /Ogilvy/,1615,1703,1648,Earl of Airlie 2nd
35008,Alexander  /Gordon/,1678,1760,1716,Duke of Gordon 2nd
35009,Henrietta  /Mordaunt/,1682,1760,,
35010,Charles  /Mordaunt/,1658,1735,1697,Earl of Peterborough 3
35011,Carey  /Fraser/,,
35012,Alexander  /Fraser/,Sir,
35013,Cosmo George /Gordon/,1721,1752,1728,Duke of Gordon 3rd
35014,Staats Long /Morris/,1731,Gen MP,
35015,George  /Gordon/,1751,1793,,Lieut MP
35016,Margaret  /Irvine/,,1662,,
35017,Alexander  /Irvine/,,
35018,Elizabeth  /Lyon/,,
35019,Charles  /Gordon/,1669,1702,1681,Earl of Aboyne 2nd
35020,Elizabeth  /Lyon/,,
35021,Patrick  /Kinnaird/,,1715,,Lord Kinnaird 3rd
35022,Alexander  /Grant/,,1739,,Capt.
35023,John  /Gordon/,,1732,,1702,Earl of Aboyne 3rd
35024,Grace  /Lockhart/,,1738,,
35025,George  /Lockhart/,,
35026,Euphemia  /Montgomerie/,,1738,,
35027,Alexander  /Montgomerie/,1660,1728,1701,Earl of Eglintoun 9th
35028,James  /Stuart/,1708,1767,1739,Earl of Moray 8th
35029,Charles  /Gordon/,1726,1794,1723,Earl of Aboyne 4th
35030,Margaret  /Stewart/,,1762,,
35031,Mary  /Douglas/,1737,1816,,
35032,James  /Douglas/,1703,1768,1738,Earl of Morton 14th
35033,Agatha  /Halyburton/,,1748,,
35034,James  /Halyburton/,,
35035,Bradley  /Campbell/,,
35036,Jane Elizabeth /Orrell/,,
35037,Catherine  /Gordon/,,
35038,Helen  /Murray/,,
35039,Douglas  /Gordon/,1777,1841,,MP
35040,John  /Gordon/,1728,1778,,Lt.Gen.
35041,Lockhart  /Gordon/,1732,1788,,Judge Adv. Gen. Bengal
35042,Helen  /Gordon/,,
35043,Elizabeth  /Gordon/,,
35044,Henry  /Gordon/,,
35045,Anne  /Gordon/,,
35046,Mary  /Gordon/,1647,1726,,
35047,Jean  /Gordon/,,
35048,Elizabeth  /Gordon/,,
35049,Catherine  /Gordon/,,1786,,
35050,William  /Gordon/,,1823,,
35051,Susan  /Gordon/,1746,1814,,
35052,John  /Gordon/,,1630,,1627,Viscount Melgum
35053,Anne  /Gordon/,,
35054,Elizabeth  /Gordon/,,
35055,Mary  /Gordon/,1610,1674,,
35056,Jean  /Gordon/,,
35057,Jean  /Gordon/,1615,,
35058,Adam  /Gordon/,,1580,,Sir
35059,Elizabeth  /Gordon/,,
35060,Agnes  /Gordon/,,
35061,Eleanore  /Gordon/,,
35062,Alexander  /Gordon/,Sir,
35063,Adam  /Gordon/,,1528,,Dean of Caithness
35064,Janet  /Gordon/,,
35065,William  /Seton/,,
35066,Elizabeth  /Seton/,,
35067,William of /Douglas/,1174,1213,,
35068,Archibald of /Douglas/,1213,1240,,
35069,William of /Douglas/,1240,1274,,Sir
35070,Andrew of /Douglas/,,
35071,Hugh of /Douglas/,,1289,,
35072,"William ""le Hardi"" of/Douglas/",,1298,,Sir
35073,Hugh  /Douglas/,Lord of Douglas,
35074,William  /Douglas/,,1333,,Lord of Douglas
35075,Isabel (Elizabeth) of Mar/Douglas/,1360,1408,1393,Countess of Mar
35076,William  /Douglas/,,1427,,Baron of Drumlanrig 1st
35077,Archibald  /Douglas/,,
35078,John  /Swinton/,,1402,,Sir
35079,Joan  /Menteith/,,
35080,John  /Menteith/,Sir,
35081,David  /Lindsay/,,1446,,1439,Earl of Crawford 3rd
35082,Marjory  /Ogilvy/,,
35083,Janet  /Lindsay/,,1483,,
35084,Alexander  /Ogilvy/,,
35085,Beatrix  /Sinclair/,,1462,,
35086,Margaret  /Hamilton/,1594,1623,,
35087,Archibald  /Douglas/,,1655,,Earl of Angus
35088,James (William) /Douglas/,1618,1645,,Lord
35089,Anne  /Stuart/,1614,1646,,
35090,John  /Lamont/,Sir,
35091,Katherine  /Clifton/,,1637,,Baroness Clifton
35092,Jean  /Wemyss/,,1714,,
35093,David  /Wemyss/,1610,1679,1649,Earl of Wemyss 2nd
35094,Jean (Anna) /Balfour/,,1649,,
35095,Robert Arnot /Balfour/,Lord Balfour of Burleigh,
35096,George  /Gordon/,1633,1703,1679,Earl of Sutherland 15th
35097,James  /Douglas/,1646,1699,1660,Marquess of Douglas 2nd
35098,Archibald  /Douglas/,1661,Earl of Forfar,
35099,Barbara  /Erkine/,,1690,,
35100,John  /Erskine/,,1668,,1653,Earl of Mar 21st/4th
35101,Jean (Mary) /Mackenzie/,Lady,
35102,George  /Mackenzie/,Earl of Seaforth 2nd,
35103,Mary  /Kerr/,1673,1735,,
35104,Robert  /Kerr/,1636,1702,1701,Marquess of Lothian 1st
35105,Jean  /Campbell/,,
35106,James  /Douglas/,1671,1692,,Earl of Angus
35107,William  /Douglas/,1693,1694,,Earl of Angus
35108,Archibald  /Douglas/,1694,1761,1703,Duke of Douglas 1st
35109,Margaret  /Campbell-Douglas/,,1774,,
35110,James  /Campbell-Douglas/,,
35111,Isabel  /Corbet/,,
35112,Hugh  /Corbet/,,
35113,Jane  /Douglas/,1698,1753,,Lady
35114,John  /Stewart/,1759,Bt. 3rd,
35115,Sholto Thomas /Stewart/,1748,1753,,
35116,Archibald  /Douglas/,1773,1844,1827,Baron Douglas of Douglas2
35117,Charles  /Douglas/,1775,1848,1844,Baron Douglas of Douglas3
35118,William  /Douglas/,1777,,
35119,Sholto Scott /Douglas/,1785,1821,,
35120,James  /Douglas/,1787,1857,1848,Baron Douglas of Douglas4
35121,Wilhelmina  /Murray/,,1866,,
35122,James Patrick /Murray/,Hon. Gen.,
35123,Anne  /Witham/,,
35124,Abraham  /Witham/,,
35125,Jane Margaret /Douglas/,,1859,,
35126,Cospatrick Alexander /Douglas-Home/,1799,1881,1841,Earl of Home 11th
35127,Henry James /Scott-Montagu/,1776,1845,,Baron Montagu of Boughton
35128,Lucy Elizabeth /Scott-Montagu/,1805,1877,,
35129,Elizabeth  /Stewart/,,
35130,Robert  /Stewart/,Sir,
35131,William  /Douglas/,,1458,,1427,Baron of Drumlanrig 2nd
35132,Jane  /Maxwell/,,
35133,Herman  /Maxwell/,Lord of Carlaverock,
35134,William  /Douglas/,,1464,,1458,Baron of Drumlanrig 3rd
35135,Margaret  /Carlyle/,,
35136,William  /Carlyle/,Sir,
35137,William  /Douglas/,,1484,,1464,Baron of Drumlanrig 4th
35138,James  /Douglas/,,1498,,1484,Baron of Drumlanrig 5th
35139,Janet  /Scott/,,
35140,David  /Scott/,Sir,
35141,Janet  /Douglas/,,
35142,Roger  /Grierson/,,
35143,Elizabeth  /Gordon/,,
35144,John  /Gordon/,Sir,
35145,Agnes  /Douglas/,,
35146,James  /Douglas/,,1578,,1513,Baron of Drumlanrig 7th
35147,Robert  /Douglas/,Provost of Lincluden,
35148,Andrew  /Cunningham/,,
35149,Margaret  /Douglas/,,
35150,Janet  /Douglas/,,
35151,Margaret  /Douglas/,,
35152,Nicholas  /Douglas/,,
35153,James  /Johnston/,,
35154,John  /Jardine/,,
35155,William  /Douglas/,Sir,
35156,John  /Charteris/,,
35157,Christian  /Montgomery/,,
35158,John  /Montgomery/,1483,1520,,Master of Eglinton
35159,William  /Douglas/,Sir,
35160,Margaret  /Douglas/,,
35161,Helen  /Douglas/,,
35162,Janet  /Douglas/,,
35163,Christian  /Douglas/,,
35164,Margaret  /Gordon/,,
35165,John  /Gordon/,Sir,
35166,Margaret  /Douglas/,,
35167,Janet  /Douglas/,,
35168,James  /Douglas/,,1615,,1578,Baron of Drumlanrig 8th
35169,Mary  /Fleming/,,
35170,John  /Fleming/,Lord Fleming 5th,
35171,William  /Douglas/,,1639,,1633,Earl of Queensbury 1st
35172,James of Mouswald/Douglas/,,
35173,David of Airdoch/Douglas/,,
35174,George of Penziere/Douglas/,,1587,,Priest
35175,Janet  /Douglas/,,
35176,Helen  /Douglas/,,
35177,Isobel  /Kerr/,,1628,,
35178,Mark  /Kerr/,1553,1609,1606,Earl of Lothian 1st
35179,Margaret  /Maxwell/,,1609,,
35180,John  /Maxwell/,Lord Herries of Terregles,
35181,James  /Douglas/,,1671,,1640,Earl of Queensbury 2nd
35182,Mary  /Hamilton/,,1633,,Viscountess Drumlanrig
35183,James  /Hamilton/,,1624,,1604,Marquess of Hamilton 2nd
35184,Margaret  /Lyon/,,
35185,Anne  /Cunningham/,,
35186,James  /Cunningham/,Earl of Glencairn 7th,
35187,Margaret  /Stewart/,,1672,,
35188,John  /Stewart/,Earl of Traquair 1st,
35189,Catherine  /Carnegie/,,
35190,William  /Douglas/,,1673,,Sir
35191,William  /Douglas/,1696,1696,,Earl of Dramlanrig
35192,James  /Douglas/,1697,1711,,Marques of Queensbury 3rd
35193,Charles  /Douglas/,1698,1778,1711,Duke of Queensbury 3rd
35194,George  /Douglas/,1701,1725,,Lord
35195,Isabel  /Douglas/,1688,1694,,
35196,Elizabeth  /Douglas/,1691,1695,,
35197,Mary  /Douglas/,1699,1703,,
35198,Anne  /Douglas/,,1741,,
35199,Catherine  /Hyde/,1701,1777,,
35200,Henry  /Douglas/,1722,1754,,Earl of Drumlanrig
35201,Charles  /Douglas/,1726,1756,,
35202,James  /Ogilvy/,1689,1764,1730,Earl of Findlater 5th
35203,Elizabeth  /Hope/,1736,1756,,
35204,William  /Douglas/,,1705,,1697,Earl of March 1st
35205,Jane  /Hay/,,1729,,
35206,William  /Douglas/,1696,1730,1705,Earl of March 2nd
35207,Anne  /Hamilton/,1698,1748,1744,Countess of Ruthglen
35208,David  /Dunbar/,Bt.,
35209,Anne  /Kennedy/,,
35210,John  /Kennedy/,,1700,,1668,Earl of Cassillis 7th
35211,William  /Douglas/,1725,1810,1778,Duke of Queensbury 4th
35212,Agnes of /Fawside/,,
35213,Fawside of /Fawside/,,
35214,Jean  /Stuart/,,
35215,Robert  /Stuart/,Sir,
35216,Andrew  /Riddell/,,
35217,James  /Douglas/,1639,1708,1668,Bt. 1st
35218,Catherine  /Douglas/,,
35219,William  /Douglas/,,1733,,1708,Bt. 2nd
35220,Helen  /Erskine/,,1754,,
35221,John  /Erskine/,Col.,
35222,Charles  /Erskine/,Bt. 1st,
35223,John  /Douglas/,,1778,,1733,Bt. 3rd MP
35224,Christian  /Cunningham/,,1741,,
35225,William  /Cunningham/,Sir,
35226,Charles James Sholto/Douglas/,Customs Collector,
35227,Basilia  /Dawes/,,
35228,Richard  /Quarrell/,,
35229,James  /Dawes/,,
35230,James Sholto /Douglas/,1757,1830,,Major
35231,Sarah  /Dawes/,,1829,,
35232,James  /Dawes/,,
35233,Sarah  /Douglas/,1794,1864,,
35234,Cathleen  /Mann/,,1959,,Painter
35235,Harrington  /Mann/,Painter,
35236,Muriel Beatrice Margaret/Thornett/,,1992,,
35237,Arthur John Rowe/Thornett/,,
35238,Albert Sydney Gore/Chunn/,,
35239,David Harrington Angus/Douglas/,1929,1954,,Marquess of Queensbury 12
35240,Ann  /Jones/,,
35241,Maurice Sinnett /Jones/,,
35242,George Arthur /Radford/,,
35243,Alexandra Mary Clare Wyndham/Sich/,,
35244,Guy Wyndham /Sich/,,
35245,Sholto Francis Guy/Douglas/,1967,Viscount Drumlanrig,
35246,Archibald William /Douglas/,1818,1858,1856,Marquess of Queensbury 8
35247,Caroline  /Clayton/,1821,1904,,
35248,Robert  /Clayton/,Bt. 5th,
35249,Alice Massey /O'Donnell/,,
35250,Hugh  /O'Donnell/,Lieut.Col.,
35251,John Sholto /Douglas/,1844,1900,1858,Marquess of Queensbury 9
35252,Sibyl  /Montgomery/,1854,1935,,
35253,Alfred  /Montgomery/,Inland Revenue Commision,
35254,Fanny Charlotte /Wyndham/,,
35255,Ethel  /Weeden/,,
35256,Edward Charles /Weeden/,,
35257,Florence  /_____/,,
35258,Thomas de Courcy/Atkins/,,
35259,Francis Archibald /Douglas/,1867,1894,,Viscount Drumlanrig
35260,Percy Sholto /Douglas/,1868,1920,1900,Marquess of Queensbury 10
35261,Anna Maria /Walters/,,
35262,Thomas  /Walters/,Rev.,
35263,Marie Louisa /Bickel/,,1956,,
35264,Richard  /Bickel/,,
35265,Ernest  /Morgan/,,
35266,Sonia Mary /Peake/,1924,,
35267,Osbert  /Peake/,1897,1966,1956,Viscount Ingleby 1st
35268,Nella Doreen /Dutton/,,
35269,H M /Dutton/,,
35270,Edward Douglas John/Hay/,1947,1979,,Marquess of Tweeddale 13
35271,Philip Henry /Kerr/,1882,1940,1930,Marquess of Lothian 11th
35272,Henry Maurice John/Petty-Fitzmaurice/,1913,1933,1927,Earl of Kerry
35273,Katherine Evelyn C/Petty-Fitzmaurice/,1912,1999,1944,Baroness Nairne
35274,Barbara  /Chase/,,1965,,
35275,Harold Stuart /Chase/,,
35276,Selina Polly Dawson/Eccles/,1937,,
35277,David McAdam /Eccles/,1904,1999,1964,Viscount Eccles 1st
35278,Robin Andrew Cuthac/Carnegie/,,
35279,Gillian Anna /Morgan/,,1982,,
35280,Alured  /Morgan/,,
35281,Charles  /Mercer-Nairne-Petty-Fitzmaurice/,1941,1999,,Marquess of Lansdown 9th
35282,Frances Helen Mary/Eliot/,1943,Lady,
35283,Nicholas Richard Michael/Eliot/,1914,1988,1960,Earl of St.Germans 9th
35284,Fiona Mary /Merritt/,,
35285,Donald  /Merritt/,,
35286,Hannah Ann /Stirling/,,
35287,William Joseph /Stirling/,Lieut. Col.,
35288,Violet Caroline /Mordaunt/,,1928,,
35289,Charles  /Mordaunt/,Bt. 10th,
35290,Daphne Winifred Louise/Vivian/,,1997,,
35291,George Crespigny Brabazon/Vivian/,Baron Vivian 4th,
35292,Alexander Wallace /Fielding/,,1991,,Major
35293,Virginia Penelope /Parsons/,,
35294,Alan Leonard Romaine/Parsons/,,
35295,David Pax /Tennant/,,
35296,Alexander George /Thynne/,1932,1992,,Marquess of Bath 7th
35297,Anna Gael /Gyarmathy/,Actress Journalist,
35298,Lazlo Izsak /Gyarmathy/,,
35299,Caewlin Henry Lazlo/Thynne/,1974,Viscount Weymouth,
35300,Elizabeth  /Borthwick/,,
35301,Millicent Olivia Mary/Taylour/,,
35302,Christopher Henry Frederick/Tiarks/,1931,1932,,
35303,Ina Florence /Bell/,Actress,
35304,Francis Marshman /Bell/,,
35305,Norah  /Cavanagh/,,
35306,Frank  /Bamber/,,
35307,Henry  /Hampson/,,
35308,Edward Henry /Tiarks/,1943,1943,,
35309,Frank Cyril /Tiarks/,1874,Banker,
35310,Emmy Maria Franzisca/Br\x94dermann/,,
35311,Eduard Mathias /Br\x94dermann/,,
35312,Geoffrey Thomas /Taylour/,1878,1943,1894,Marquess of Headfort 4th
35313,Rose  /Boote/,,1958,,
35314,Charles  /Boote/,,
35315,Thomas  /Taylour/,1822,1894,1870,Marquess of Headfort 3rd
35316,Amelia  /Thompson/,,1864,,
35317,William  /Thompson/,MP,
35318,Arthur  /Hill/,1753,1801,1793,Marquess of Downshire 2nd
35319,Mary  /Sandys/,,1836,,1802,Baroness Sandys
35320,Martyn  /Sandys/,Hon.,
35321,Mary  /Trumbull/,,
35322,William  /Trumbull/,,
35323,Mary  /Blundell/,,
35324,Montagu  /Blundell/,Lord Blundell,
35325,Arthur Blundell Sandys Trumbell/Hill/,1788,1845,1801,Marquess of Downshire 3rd
35326,Maria  /Windsor/,1790,1855,,
35327,Other Hickman /Windsor/,1751,1799,1771,Earl of Plymouth 5th
35328,Sarah  /Archer/,,1838,,Hon.
35329,Katherine  /Archer/,,1790,,
35330,Arthur Wills Blundell Sandys/Hill/,1812,1868,1845,Marquess of Downshire 4th
35331,Caroline Frances /Stapleton-Cotton/,,1893,,
35332,Stapleton  /Stapleton-Cotton/,1773,1865,1827,Viscount Combermere 1st
35333,Anna Maria /Pelham-Clinton/,,1807,,Lady
35334,Caroline  /Greville/,,1837,,
35335,William Fulke /Greville/,1751,1837,,Capt.
35336,John  /Hay/,,1513,,1508,Lord Hay 2nd
35337,Elizabeth  /Crichton/,1524,,
35338,John  /Hay/,,1543,,1513,Lord Hay 3rd
35339,Elizabeth  /Douglas/,,
35340,John  /Hay/,,1555,,1543,Lord Hay 4th
35341,Margaret  /Livingston/,1591,,
35342,William  /Livingston/,,1518,,1503,Lord Livingston 4th
35343,Agnes  /Hepburn/,,
35344,Alexander  /Hepburn/,,
35345,William  /Hay/,1538,1586,1555,Lord Hay 5th
35346,Margaret  /Kerr/,,
35347,John  /Kerr/,Sir,
35348,Catherine  /Ker/,,
35349,Andrew  /Ker/,Sir,
35350,William  /Hay/,1561,1590,1586,Lord Hay 6th
35351,Mary  /Maxwell/,,1592,,
35352,John  /Hay/,1595,1653,1646,Earl of Tweedale 1st
35353,Agnes  /_____/,Baroness Herries,
35354,son  /Hay/,1579,1590,,Master of Yester
35355,James  /Hay/,1564,1608,1591,Lord Hay 7th
35356,Margaret  /Kerr/,1569,1644,,
35357,Jean  /Seton/,,1625,,
35358,Andrew  /Kerr/,,1628,,Master of Jedburgh
35359,Alexander  /Seton/,,1622,,1605,Earl of Dunfermline 1st
35360,Grizel  /Leslie/,,
35361,James  /Leslie/,,1607,,Master of Rothes
35362,Margaret  /Montgomerie/,1616,1664,,
35363,Alexander Seton /Montgomerie/,1588,1660,1612,Earl of Eglintoun 6th
35364,Anne  /Livingston/,,1632,,
35365,Alexander  /Livingston/,,1621,,1600,Earl of Linlithgow 1st
35366,William  /Cunningham/,1610,1664,,Earl of Glencairn 9th
35367,John  /Hay/,1645,1713,1697,Marquess of Tweeddale 2nd
35368,Mary  /Maitland/,,1701,,
35369,John  /Maitland/,1616,1682,1672,Duke of Lauderdale
35370,Anne  /Home/,,1671,,
35371,Alexander  /Home/,1566,1619,1604,Earl of Home 1st
35372,James  /Home/,1607,1632,1619,Earl of Home 2nd
35373,Charles  /Hay/,1667,1715,1713,Marquess of Tweeddale 3rd
35374,George  /Hay/,1751,1752,,Earl of Gifford
35375,John  /Hay/,1695,1762,1715,Marquess of Tweeddale 4th
35376,Frances  /Carteret/,,1788,,
35377,John  /Carteret/,Earl Granville 1st,
35378,Frances  /Worsley/,,
35379,Robert  /Worsley/,Bt. 4th,
35380,George  /Hay/,1758,1770,1762,Marquess of Tweeddale 5th
35381,Catherine  /Hay/,,
35382,James  /Hay/,,
35383,Charles  /Hay/,,1760,,Major-Gen. Lord
35384,George  /Hay/,,1787,,1770,Marquess of Tweeddale 6th
35385,John  /Hay/,,1706,,Brig.Gen.
35386,William  /Hay/,,1723,,Brig.Gen. Lord
35387,Anne  /Hay/,,
35388,Jean  /Hay/,,1731,,
35389,Margaret  /Hay/,,1758,,
35390,William  /Hay/,,1648,,Sir
35391,Robert  /Hay/,,
35392,Margaret  /Hay/,,1659,,
35393,Anna  /Murray/,,
35394,William  /Murray/,,
35395,James  /Hay/,,1704,,1667,Bt. 1st MP
35396,Margaret  /Hay/,,
35397,Jean  /Scott/,,
35398,Patrick  /Scott/,Sir,
35399,Francis  /Scott/,Bt. 1st,
35400,Anna  /Livingston/,,
35401,John  /Hay/,,1687,,
35402,Robert  /Hay/,,1751,,Bt. 2nd
35403,Jean  /Foulis/,,
35404,John  /Foulis/,Sir,
35405,John  /Hay/,,1755,,
35406,James  /Hay/,,1779,,
35407,Richard  /Hay-Newton/,,1776,,
35408,Susan  /Hay/,,
35409,Jane  /Hay/,,
35410,Dorothy  /Hayhurst/,,1808,,
35411,John  /Hayhurst/,Labourer,
35412,William  /Hay/,,1781,,Major
35413,Edward  /Hay-Mackenzie/,,1814,,
35414,Dorothea  /Hay/,,1814,,
35415,Margaret  /Hay/,,
35416,Sergeant  /Hale/,,
35417,Frances  /Hay/,,
35418,Charles Manners /Tollemache/,1775,1850,,Hon.
35419,Mary  /Nisbet/,,
35420,William  /Nisbet/,,
35421,George  /Hay/,,1783,,
35422,Price  /Temple-Blackwood/,1794,1841,1839,Baron Dufferin&Claneboye4
35423,Caroline  /Sheridan/,,
35424,_____  /Norton/,,
35425,James Alexander F H/Stewart-Mackenzie/,1847,1923,1921,Baron Seaforth 1st
35426,George Gordon /Byron-Noel/,,1824,,Baron Byron 6th
35427,Anne Isabella /Milbanke/,1792,1860,1856,Baroness Wentworth
35428,Augusta Ada /Byron-Noel/,1815,1852,,
35429,William  /King-Noel/,1805,1893,1838,Earl Lovelace 1st
35430,Jane Crawford /Jenkins/,,1908,,
35431,John  /Jenkins/,Auctioneer,
35432,Edward  /Jenkins/,,
35433,Byron Noel /King-Noel/,1836,1862,,Viscount Ockham
35434,Ralph Gordon /King-Milbanke/,1839,1906,1893,Earl Lovelace 2nd
35435,Fannie  /Heriot/,1853,1878,,
35436,George  /Heriot/,Rev.,
35437,Ada Mary /King-Milbanke/,1871,1907,1906,Baroness Wentworth
35438,Ralph Gordon /Noel/,1873,1873,,
35439,Mary Caroline /Stuart-Wortley/,1848,1941,,
35440,Lionel Fortescue /King/,1865,1929,1906,Earl Lovelace 3rd
35441,Thomas George /Anson/,1825,1892,1854,Earl of Lichfield 2nd
35442,Doris  /Evison/,,1940,,
35443,Manon Lis /Transo/,,1990,,
35444,Axel Sigurd /Transo/,,
35445,Fredrik Gustav /Blixen-Finecke/,Baron,
35446,Peter Axel William Locke/King/,1951,1964,,Earl of Lovelace 5th
35447,Kirsteen Oihrig /Kennedy/,,
35448,Calum  /Kennedy/,,
35449,Kathleen Anne /Smolders/,,
35450,Kaitilin Elizabeth Anne/Dawson/,,1985,,
35451,Edward Stanley /Dawson/,1843,1919,,Hon. Capt.
35452,Elizabeth Selina Georgiana/Meade/,,1924,,
35453,Richard John /Bingham/,1934,1964,,Earl of Lucan 7th
35454,Veronica  /Duncan/,,
35455,Charles Moorhouse /Duncan/,Major,
35456,George Charles /Bingham/,1967,Lord Bingham,
35457,Mark  /Kerr/,,1581,,Commendator of Newbattle
35458,Helen  /Leslie/,,
35459,John  /Leslie/,1600,1641,1611,Earl of Rothes 6th
35460,Robert  /Kerr/,,1624,,1609,Earl of Lothian 2nd
35461,William  /Kerr/,,1650,,Sir
35462,Mark  /Kerr/,,1663,,Sir
35463,James  /Kerr/,1621,,
35464,John  /Kerr/,1627,,
35465,Annabella  /Campbell/,,1652,,
35466,Anne  /Kerr/,,1667,,1631,Countess of Lothian
35467,Jean  /Kerr/,,
35468,Charles  /Kerr/,,
35469,William  /Kerr/,1605,1675,1631,Earl of Lothian 3rd
35470,Robert  /Kerr/,,1654,,1633,Earl of Ancrum 1st
35471,Elizabeth  /Murray/,,1620,,
35472,John  /Murray/,Sir,
35473,William  /Kerr/,1638,Sir,
35474,William  /Kerr/,1661,1721,1703,Marquess of Lothian 2nd
35475,Jean  /Campbell/,,1712,,
35476,William  /Kerr/,1690,1767,1722,Marquess of Lothian 3rd
35477,Margaret  /Nicolson/,,1759,,
35478,Thomas  /Nicolson/,1700,Bt. 1st,
35479,Margaret  /Nicolson/,,
35480,Thomas  /Nicolson/,Bt. 2nd,
35481,Charles  /Kerr/,,1735,,Lord
35482,Janet  /Murray/,,1755,,
35483,David  /Murray/,Bt.,
35484,Jean Janet /Kerr/,1711,1787,,
35485,Elizabeth Colley /Wellesley/,,
35486,Richard Colley /Wellesley/,Baron Mornington 1st,
35487,John William Robert/Kerr/,1794,1841,1824,Marquess of Lothian 7th
35488,Victoria Alexandra /Montagu-Douglas-Scott/,1844,1938,,
35489,William Schomberg Robert/Kerr/,1832,1870,1841,Marquess of Lothian 8th
35490,Schomberg Henry /Kerr/,1833,1900,1870,Marquess of Lothian 9th
35491,Constance Harriet /Chetwynd-Talbot/,1836,1901,,
35492,Bertram  /Talbot/,,
35493,Walter William Schomberg/Kerr/,1867,1892,,Earl of Ancram
35494,Schomberg Henry Mark/Kerr/,1869,1870,,
35495,Robert Schomberg /Kerr/,1874,1930,1900,Marquess of Lothian 10th
35496,Walter Talbot /Kerr/,1839,1927,,Adm.
35497,Amabel Frederica Henrietta/Cowper/,,1906,,
35498,Andrew William /Kerr/,1877,1929,,Capt.
35499,George Augustus Frederick/Cowper/,Earl Cowper 6th,
35500,Marie Constance Annabel/Kerr/,1899,,
35501,William Walter Raleigh/Kerr/,1863,1942,,Capt.
35502,Charles Beauchamp /Kerr/,1775,1816,,
35503,Robert  /Kerr/,1780,1843,,Major-Gen.
35504,Mary  /Kerr/,,1791,,
35505,Mary  /Gilbert/,,1861,,
35506,Edmund  /Gilbert/,Rev.,
35507,William Walter Raleigh/Kerr/,1809,1881,,Treasurer of Mauritius
35508,Robert Dundas /Kerr/,1824,1877,,Col.
35509,Elizabeth Anne /Kerr/,,1877,,
35510,Louisa Grace /Kerr/,,1856,,
35511,Mary Frances /Kerr/,,1888,,
35512,Emily Caroline Fortescue/Kerr/,,1893,,
35513,Mary Rouet /Wilson/,,1911,,
35514,James  /Wilson/,Chief Justice Mauritius,
35515,Henry Teviot /Kerr/,1857,1910,,Lt.
35516,Mark Ancrum /Kerr/,1859,1941,,Col.
35517,Charles Arthur Humphrey/Kerr/,1864,,
35518,Mary Louisa Cranstoun/Kerr/,,1870,,
35519,Sophie Mary Frances/Kerr/,,1934,,
35520,Ethel Georgiana /Kerr/,,1850,,
35521,Mary Caroline Alice/Kerr/,,1955,,
35522,Annabel  /Jarves/,,1954,,
35523,James Jackson /Jarves/,Hon.,
35524,Walter Raleigh Mark Edward Joseph/Kerr/,1891,1901,,
35525,(Louis William) Howard/Kerr/,1894,Sir,
35526,David Anselm /Kerr/,1893,1914,,Lt.
35527,Mary Cecil /Kerr/,1880,1880,,
35528,Anne Cecil /Kerr/,1883,1941,,
35529,Margaret Mary /Kerr/,1884,,
35530,(Gertrude) Minna /Kerr/,1887,,
35531,Ralph Francis /Kerr/,1874,1932,,Rev.
35532,John David /Kerr/,1883,1954,,Col.
35533,Philip Walter /Kerr/,1886,1941,,Capt.
