War Num (Hard),War Names (Wright War Name Listed First If Available),State 1 Name,State 1 ID,State 2 Name,State 2 ID,Year,Month of Beginning,Month of Ending,Wright's aggressor,Wright's aggressor 2,Wright's aggressor 3,Wright's aggressor 4,Wright's aggressor 5,Wright's aggressor 6,Wright's type [(B)alance of Power; <C>ivil; (D)efensive; (I)mperial ],Wright's # of battles,HRE_Fractured,GC_Fractured,NGC_Fractured,Spanish_Alliance_Fractured,Austrian_Alliance_Fractured ,"Dyad is Wright Unmodified [1 means it does not, 1-D means it does not (but other potential Wright dyads were deleted); 1-M means that one of the participatns was listed by Wright as being in the war, but a minor state not covered by Wright was added; and M means the war or war phase was missed by Wright; 1-S means the dyad is in Wright, but sides in the conflict differ from his text due to a country changing sides or a clear error. Compound wars are too complex to code solely using Wright. ]",Wright Modification,Citation,Note
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1808,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1809,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1810,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1811,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
56,Napoleonic Wars - Anglo-French Conflict,United Kingdom,177,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,First French Empire,304,1810,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,First French Empire,304,1811,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,Denmark,390,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,Norway,389,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,Denmark,390,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,Norway,389,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,First French Empire,304,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,Denmark,390,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
57,Napoleonic Wars - French-Russian Conflict,Russia,83,Norway,389,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Saxony,56,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Kingdom of Hanover,27,First French Empire,304,1815,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Prussia,172,First French Empire,304,1815,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Habsburg Monarchy,216,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Bourbon Spain,375,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Russia,83,First French Empire,304,1815,3,11,,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Kingdom of the Netherlands,66,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Kingdom of Portugal and the Algarves,296,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Grand Duchy of Tuscany,346,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Sardinia,343,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Naples,339,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Sicily,344,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
58,Napoleonic Wars - Hundred Days,Sweden,385,First French Empire,304,1815,3,11,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1807,11,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,Bourbon Spain,375,1807,11,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1808,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1809,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1810,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1811,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,Denmark,390,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,Norway,389,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,Denmark,390,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,Norway,389,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,First French Empire,304,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,Denmark,390,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
59,Napoleonic Wars - Invasion of Portugal and Peninsular War,Kingdom of Portugal and the Algarves,296,Norway,389,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
60,Napoleonic Wars - Invasion of Russia,Prussia,172,Russia,83,1812,6,12,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
60,Napoleonic Wars - Invasion of Russia,Habsburg Monarchy,216,Russia,83,1812,6,12,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
61,Napoleonic Wars - Invasion of Russia/ French-Russian Conflict,Russia,83,First French Empire,304,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Republic,304,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,First French Republic,304,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Electorate of Bavaria,20,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Electorate of Bavaria,20,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,The Palatinate,20,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,The Palatinate,20,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Bourbon Spain,375,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Bourbon Spain,375,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,First French Empire,304,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Electorate of Bavaria,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Electorate of Bavaria,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,The Palatinate,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,The Palatinate,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Bourbon Spain,375,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Bourbon Spain,375,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,First French Empire,304,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Electorate of Bavaria,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Electorate of Bavaria,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,The Palatinate,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,The Palatinate,20,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Bourbon Spain,375,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Bourbon Spain,375,1805,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,First French Empire,304,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Electorate of Bavaria,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Electorate of Bavaria,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,The Palatinate,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,The Palatinate,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Bourbon Spain,375,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Naples,339,Bourbon Spain,375,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1807,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Bourbon Spain,375,1807,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1808,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1809,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1810,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1811,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Denmark,390,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Norway,389,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Denmark,390,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Norway,389,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,First French Empire,304,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Denmark,390,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
62,Napoleonic Wars - Italian Resistance,Sardinia,343,Norway,389,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,First French Empire,304,1808,5,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,First French Empire,304,1809,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,First French Empire,304,1810,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,First French Empire,304,1811,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,First French Empire,304,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,Denmark,390,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,Norway,389,1812,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,Denmark,390,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,Norway,389,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,First French Empire,304,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,Denmark,390,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
63,Napoleonic Wars - Peninsular War,Bourbon Spain,375,Norway,389,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
64,Napoleonic Wars - War of the Fifth Coalition,Habsburg Monarchy,216,First French Empire,304,1809,4,10,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
64,Napoleonic Wars - War of the Fifth Coalition,Russia,83,First French Empire,304,1809,4,10,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
65,Napoleonic Wars - War of the Fourth Coalition,Russia,83,First French Empire,304,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
65,Napoleonic Wars - War of the Fourth Coalition,Russia,83,Electorate of Bavaria,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
65,Napoleonic Wars - War of the Fourth Coalition,Russia,83,The Palatinate,20,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
65,Napoleonic Wars - War of the Fourth Coalition,Russia,83,Bourbon Spain,375,1806,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
65,Napoleonic Wars - War of the Fourth Coalition,Russia,83,First French Empire,304,1807,,7,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
65,Napoleonic Wars - War of the Fourth Coalition,Russia,83,Bourbon Spain,375,1807,,7,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Prussia,172,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Habsburg Monarchy,216,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Sweden,385,First French Empire,304,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Prussia,172,Denmark,390,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Habsburg Monarchy,216,Denmark,390,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Sweden,385,Denmark,390,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Prussia,172,Norway,389,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Habsburg Monarchy,216,Norway,389,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Sweden,385,Norway,389,1813,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Prussia,172,First French Empire,304,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Habsburg Monarchy,216,First French Empire,304,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Grand Duchy of Tuscany,346,First French Empire,304,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Sweden,385,First French Empire,304,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Prussia,172,Denmark,390,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Habsburg Monarchy,216,Denmark,390,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Grand Duchy of Tuscany,346,Denmark,390,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Sweden,385,Denmark,390,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Prussia,172,Norway,389,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Habsburg Monarchy,216,Norway,389,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Grand Duchy of Tuscany,346,Norway,389,1814,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
66,Napoleonic Wars - War of the Sixth Coalition,Sweden,385,Norway,389,1814,,5,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,First French Republic,304,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,First French Empire,304,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Electorate of Bavaria,20,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Electorate of Bavaria,20,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,The Palatinate,157,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,The Palatinate,20,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Bourbon Spain,375,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,Bourbon Spain,375,1803,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,First French Empire,304,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Hanover,27,First French Empire,304,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Habsburg Monarchy,216,First French Empire,304,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Holy Roman Empire,379,First French Empire,304,1804,,,304,,,,,,,,1,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
67,Napoleonic Wars - War of the Third Coalition,Electorate of Saxony,56,Electorate of Bavaria,20,1804,,,304,,,,,,,,,,,1,,Compound War,,"War-several entries, Langer, Brecke Entry 2096",
