budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,year
0,437623,tt5207262,en,Hostages,"Movie describes real events that took place in 1983 when seven young Georgians, all from intellectual elite families, attampted to flee the Soviet Union by hijacking an airliner. The crisis ended with a storming of the airliner by Soviet special forces that resulted in eight dead. The surviving hijackers were subsequently tried and executed.",1.320408,/yESUVjTeLaxujZGxd0XfdzKI6m0.jpg,2017-08-02,0.0,104.0,,Hostages,9.0,2017
0,371447,tt4305148,en,Lovesong,"Neglected by her husband, Sarah embarks on an impromptu road trip with her young daughter and her best friend, Mindy. Along the way, the dynamic between the two friends intensifies before circumstances force them apart. Years later, Sarah attempts to rebuild their intimate connection in the days before Mindy’s wedding.",2.605017,/lMuQTz65tkve8g7MMWfKG3n14u3.jpg,2017-02-17,6700.0,85.0,,Lovesong,6.4,2017
0,432883,tt6386352,en,Jen Kirkman: Just Keep Livin',"Incisive comic Jen Kirkman gets real about women's bodies, the value of alone time and an Italian private tour guide who may have been a ghost.",0.322006,/nsT1lqJV9iqll4iI7lhMo68HANc.jpg,2017-01-03,0.0,69.0,,Jen Kirkman: Just Keep Livin',7.6,2017
0,438597,tt5430888,ru,Майор Гром,"Igor Grom, a skilled detective from St. Petersburg, happened to be at the scene of a bank robbery and decides to stop them.",0.874297,/5gLABGKMMaUbodrH3adB9afwWj4.jpg,2017-02-19,0.0,27.0,,Major Grom,6.6,2017
0,438137,tt6438096,en,Becoming Warren Buffett,"The story of the evolution of a boy from Nebraska who became one of the most respected men in the world, and the heroes who helped guide him along the way. By allowing access to his life and never-before-released home videos, Buffett offers a glimpse into his unique mind to help us understand what is truly important when money no longer has meaning.",1.279124,/9wXjOeNRBiTrWhKQ7psloI3IYQr.jpg,2017-01-30,0.0,90.0,Find Out What Life Is Really Worth,Becoming Warren Buffett,7.4,2017
2000000,431093,tt5537228,en,Everybody Loves Somebody,"On the surface, Clara Barron seems to have it all: a job as an OB-GYN; a great house in LA; and a loving family. But, the one thing Clara doesn't have figured out is her love life. Pressured by a family wedding in Mexico, Clara asks a co-worker to pose as her boyfriend for the weekend festivities,- only to be caught by surprise when her ex- boyfriend (and family favorite) suddenly shows up after disappearing from her life completely. Torn, Clara must decide between going back to the past or open her heart to new and unexpected possibilities.",7.077991,/gijnYelPDMMgMQTF0mSLJxYxfbW.jpg,2017-02-10,0.0,102.0,"If her heart doesn't choose, her family will.",Everybody Loves Somebody,6.3,2017
0,382597,tt5736696,fr,Raid dingue,"The story of a woman who dreams to join an intervention group in the police department called RAID. Unfortunately, she is rather clumsy and both her family (and soon to be family-in-law) and a veteran of the RAID do not approve. However, Johanna is determined to prove them wrong.",7.538272,/vkIWKRIr5zTMFH0zEi2Y0ZyWbfO.jpg,2017-02-01,0.0,105.0,,R.A.I.D. Special Unit,5.8,2017
0,417263,tt5997492,en,Britney Ever After,"Biopic detailing the tumultuous story of pop icon Britney Spears' rise to fame, fall from grace and eventual triumphant resurrection, firmly securing her position as one of the world's greatest entertainers.",0.787447,/vo79H0otCBT4jgfAP9yB39eM3ad.jpg,2017-02-18,0.0,120.0,,Britney Ever After,2.8,2017
0,440047,tt6328086,en,"Nick Cannon: Stand Up, Don't Shoot","Comedian Nick Cannon is back - and using his potent voice to attack the haters and naysayers, while discussing everything from the controversial times we're living in to how getting old affects his dating. Plus, there's Nick's scoop on how a trip to Australia was the straw that broke his marriage to Mariah Carey's back. Filmed live at the Ebony Repertory Theatre in South Central Los Angles.",0.189182,/7a2U7TARNpocO2vy3kARZXhDFbt.jpg,2017-02-10,0.0,62.0,,"Nick Cannon: Stand Up, Don't Shoot",7.0,2017
0,397992,tt3520216,en,Fair Haven,"A young man returns to his family farm, after a long stay in ex-gay conversion therapy, and is torn between the expectations of his emotionally distant father, and the memories of a past, loving relationship he has tried to bury.",1.447727,/lary9OSK5aYRtcFovAbPSVu5ueu.jpg,2017-03-03,0.0,90.0,Everyone deserves a chance at finding happiness.,Fair Haven,6.3,2017
0,433056,tt6333090,en,Oklahoma City,The bombing of the Alfred P. Murrah Federal Building in Oklahoma City in April 1995 is the worst act of domestic terrorism in American history. This documentary explores how a series of deadly encounters between American citizens and federal law enforcement—including the standoffs at Ruby Ridge and Waco—led to it.,1.109178,/tWzjeZjdoOVmcq7FBsRKRtFp183.jpg,2017-01-21,0.0,101.0,,Oklahoma City,6.4,2017
0,441043,tt6528206,fr,Asteria,"Two astronauts attempt to plant their flag on a newly discovered planet. But first, they need to get rid of some pesky aliens whose business there is unknown.",0.549947,/7GzdSoESgwHVhi8UcWjrNa3ioPg.jpg,2017-02-10,0.0,5.0,"Right Planet, Wrong Time",Asteria,6.7,2017
0,336000,tt2378507,en,The Glass Castle,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.",7.892689,/8NPP7mliHLlVMHce8SjApiRxgzm.jpg,2017-08-10,9705840.0,127.0,,The Glass Castle,6.5,2017
0,443007,tt5032468,en,Fare,A ride-share driver finds himself transporting the man who is secretly sleeping with his wife.,0.718518,/LhS4CZ2YrydcO6WXFzWxwDMgbN.jpg,2017-02-21,0.0,75.0,Of all the fares in the city,Fare,4.8,2017
4200000,405204,tt5226984,en,Tom of Finland,"Touko Laaksonen, a decorated officer, returns home after a harrowing and heroic experience serving his country in World War II, but life in Finland during peacetime proves equally distressing. He finds peace-time Helsinki rampant with persecution of the homosexual and men around him even being pressured to marry women and have children. Touko finds refuge in his liberating art, specialising in homoerotic drawings of muscular men, free on inhabitations. His work – made famous by his signature ‘Tom of Finland’ – became the emblem of a generation of men and fanned the flames of a gay revolution.",2.808389,/41SDjN6EskbrYDm7gUAkPxel38.jpg,2017-01-27,0.0,115.0,They called it filth. It became a revolution.,Tom of Finland,7.5,2017
0,442491,tt6490800,en,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,"Sgt. Pepper’s Lonely Hearts Club Band is one of the foundational albums of rock &amp; roll music. Its release in 1967 ushered in a new era of musical experimentation and performance that resonated perfectly with the tumultuous and vibrant social changes of the time. It lands near the top of every list of the greatest or most important albums of all time. But even if you’re a fan, how much do you actually know about its creation?  Musician, composer, software company CEO and Beatles expert (he taught a class about the Beatles at Yale!) Scott Freiman leads the viewer through an educational journey into the creative process of the Beatles’ performances and recording sessions, their studio innovations and the history behind their music. Lifetime listeners will come away with a fresh realization of the singular genius of the four lads from Liverpool, and even new fans might find a novel way to engage with a fulfilling but extremely complex set of songs.",0.081571,/tXCi0YI5L971KmBQeSOx4FiuHyX.jpg,2017-02-06,0.0,95.0,,Deconstructing Sgt. Pepper's Lonely Hearts Club Band,0.0,2017
0,381009,tt4442604,en,Donald Cried,"Returning home to working class Warwick, Rhode Island, Peter Latang encounters childhood friend Donald Treebeck for what starts as a simple favor and turns into a long van ride into two friends past.",0.37476,/ew6S4JzNPO14g6ATb7uDQiOtTvt.jpg,2017-03-03,0.0,85.0,Some people can take a hint. And some people are Donald.,Donald Cried,8.0,2017
0,434661,tt3793632,en,Zombie Pizza,"After losing his father, a teenage boy decides to continue the family business and deliver pizza by bicycle during the zombie apocalypse.",0.26915,/fCXEe5rWxoShiuuUuYQTbR1oxHh.jpg,2017-04-27,0.0,94.0,Pizza. Anytime. Anywhere.,Zombie Pizza,9.3,2017
32745300,340101,tt1661275,en,Their Finest,A British film crew attempts to boost morale during World War II by making a propaganda film after the Blitzkrieg.,17.958512,/tF0dhJfxzOjvkybJVfNPuuj5ClH.jpg,2017-04-06,12173470.0,117.0,In the fight for freedom everyone played a part.,Their Finest,7.1,2017
40000000,433356,tt4943322,en,The Ottoman Lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",13.256679,/1sGWJAMjnm8925jdkJaDMHDNFjV.jpg,2017-03-10,240978.0,111.0,The Ottoman Lieutenant is a love story between an idealistic American nurse and a Turkish officer in World War I.,The Ottoman Lieutenant,6.5,2017
0,410117,tt4291600,en,Lady Macbeth,The passionate affair of a young woman trapped in a marriage of convenience unleashes a maelstrom of murder and mayhem on a country estate.,9.732026,/xWTJbhTwSTJmhLlX5xAOxPhdnXc.jpg,2017-01-20,923.0,89.0,,Lady Macbeth,6.7,2017
0,354285,tt4827986,en,The Sense of an Ending,A man becomes haunted by his past and is presented with a mysterious legacy that causes him re-think his current situation in life.,5.655716,/gvW0Ki7pEv4iZYbtGwgcvqR6s1c.jpg,2017-03-10,0.0,108.0,Unravel the truth,The Sense of an Ending,6.7,2017
0,317560,tt2989524,en,Carrie Pilby,"Awkward, isolated and disapproving of most of the people around her, a precocious 19-year-old genius is challenged to put her convictions to the test by venturing out on to the NYC dating scene, in this adaptation of Caren Lissner’s best-selling 2003 novel.",5.041182,/IHuNvCTOsSox1Gj4ykHImrC5EL.jpg,2017-03-31,0.0,98.0,,Carrie Pilby,7.0,2017
3000000,416166,tt5788136,en,The Institute,"In 19th century Baltimore, Isabel Porter, a girl stricken with grief from her parents' untimely death, voluntarily checks herself into the Rosewood Institute. Subjected to bizarre and increasingly violent pseudo-scientific experiments in personality modification, brainwashing and mind control, she must escape the clutches of the Rosewood and exact her revenge, or else be forever lost.",6.59951,/aaBRwLaBTVuMOXJs8vvKwr452XZ.jpg,2017-03-03,0.0,90.0,,The Institute,3.8,2017
0,430128,tt6571110,pt,Internet - O Filme,"In a convention of youtubers, the characters enter into various conflicts since they are all in search of fame at any price.",2.75527,/7kyQPkPj6YDYzX4oMymtoiTzLx2.jpg,2017-02-23,0.0,0.0,,Internet - O Filme,4.2,2017
0,434616,tt5598100,fr,Patients,"After a serious sport accident in a swimming pool, Ben, now an incomplete quadriplegic, arrives in a rehabilitation center. He meets with other handicapped persons (tetraplegics, paraplegics, traumatized crania), all victims of accidents, as well as a handicapped since his early childhood. They go through impotence, despair and resignation, with their daily struggle to learn how to move a finger or to hold a fork. Some of them slowly find a little mobility while others receive the verdict of the handicap for life. Despite everything, hope and friendship help them endure their difficulties.",4.670617,/oWTKlySUjORov1vRsEbHu2dopBk.jpg,2017-03-01,0.0,0.0,,Patients,7.4,2017
20000000,345938,tt2872518,en,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",16.392712,/doAzav9kfdtsoSdw1MDFvjKq3J4.jpg,2017-03-03,57330873.0,132.0,You're never as alone as you think.,The Shack,6.9,2017
1500000,422715,tt6095090,ru,Невеста,This is a story of a small town girl named Nastya. Her newly married husband Ivan drives her to his hometown to meet his family. Upon their arrival Nastya feels she made a wrong decision: she is surrounded by weird people and she sees creepy photos all around the house. Ivan disappears while his family prepares Nastya for a mysterious traditional Russian wedding ceremony. She struggles to calm herself down hoping all this will end and they will live happily ever after. Only if she stays alive...,2.678966,/wNZndH4YxYMQFBR9fAd90rGWciH.jpg,2017-01-19,0.0,90.0,,The Bride,5.1,2017
58000000,395992,tt5442430,en,Life,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",36.263803,/h2mhfbEBGABSHo2vXG1ECMKAJa7.jpg,2017-03-22,100541806.0,103.0,Be careful what you search for,Life,6.3,2017
5200000,403867,tt5460276,hi,Kaabil,"Rohan (Hritik roshan) is a kind, happy young man who has been blind since birth and works as a voice-over artist for a living. Through friends, he meets Supriya (Yami Gautam), a working woman who is also blind, but proudly independent. The two start liking each other and get married. Rohan toughest journey starts in his quest of vengeance for Supriya's indirect murderers.",7.404544,/1scmyOBJkEGvb0unRCANHHH3n3S.jpg,2017-01-26,0.0,139.0,The Mind sees All!,Kaabil,8.1,2017
0,445602,tt4897358,en,The Raking,"THE RAKING tells the story of a group of college students who set out to debunk an urban legend in Joshua Tree, California for their anthropology thesis, only to find that they become part of the legend themselves.",0.734142,/aFJznR0Pry6we80vQkndCLfLzJl.jpg,2017-03-07,0.0,98.0,,The Raking,5.7,2017
0,347882,tt4573516,en,Sleight,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her.",24.91169,/eLk7yoWxK4S0xkV24YWoPKbIsbf.jpg,2017-04-28,0.0,89.0,You can change the cards you're dealt,Sleight,5.8,2017
0,419037,tt6141048,en,Kurt Braunohler: Trust Me,"Kurt Braunohler shines a light on the hidden absurdities of life, lending his self-effacing point of view to everything from the controversial to the mundane. He dives into the dregs of reality TV, gives damning praise to dogs for their boundless loyalty, and shares a plan to undermine white male privilege that might just be crazy enough to work.",0.410664,/rkKuAx7zLcqC2MYjVswwPzZiqsH.jpg,2017-03-03,0.0,41.0,,Kurt Braunohler: Trust Me,7.0,2017
0,401840,tt3291632,es,School's out,Two high school kids mentored by a nightclub owner go on a mission to find their classmate when she is kidnapped by a secret society.,0.207775,/4JI7Ica5I54xrU5T5htx9LwhHcV.jpg,2017-05-30,0.0,0.0,,School's out,0.0,2017
0,367147,tt5173032,en,Buster's Mal Heart,An eccentric mountain man on the run from the local sheriff recalls the mysterious events that brought him to his present fugitive state.,2.796081,/wSbepvWvTd9hhESpDVGRlMSbPBS.jpg,2017-04-28,73121.0,96.0,The Inversion is Coming,Buster's Mal Heart,6.1,2017
0,434724,tt5644740,ko,더 킹,"Born in a poor family, Tae-su learns that the power is the most important thing in life and decides to become a prosecutor, the biggest symbol of power in the 90’s. After entering the most prestigious law school, experiencing democratic resistance in Korea, Tae-su finally reaches his goal of becoming a prosecutor but his life is no better than a salary man. By chance, he joins a clique of the powerful prosecutors with wealth and authority. He finally gets a taste of a life of the top hierarchy, but as he enjoys the sweetness of supremacy, he also sees the cruel side of it.",0.925521,/ez9E2ZORzaOVsztdEB8lG7ajyBn.jpg,2017-01-18,0.0,134.0,,The King,7.0,2017
0,423536,tt4705740,en,Ghosts of Darkness,"Two paranormal investigators are unexpectedly thrown together in the hope of solving a 100 year mystery. Locked for three nights in a house with a dark and unsettling past, the two investigators must put their differences to one side and work together. They soon discover the myths and stories are nothing compared to what actually resides within the eerie walls of Richwood Manor. Scepticism and showmanship are soon put to one side when the two investigators realise there is more at stake than just their professional reputation. For once they have stumbled onto the real thing, but this time it's their own lives at stake.",0.817407,/hVz7Gr9HWnzXQBev3CJC8EoftHG.jpg,2017-03-01,0.0,83.0,A New Breed Of Ghost Hunter,Ghosts of Darkness,6.6,2017
100000000,305470,tt3717490,en,Power Rangers,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",23.247298,/zV5rpeTzUJ7QpA3NC4iidlwXssU.jpg,2017-03-23,142337240.0,124.0,Together we are more,Power Rangers,6.3,2017
97000000,126889,tt2316204,en,Alien: Covenant,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world – which has its sole inhabitant the 'synthetic', David, survivor of the doomed Prometheus expedition.",72.884078,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,2017-05-09,232380243.0,122.0,The path to paradise begins in hell.,Alien: Covenant,5.7,2017
0,419522,tt6197094,it,Beata ignoranza,,3.701125,/sWfDI846sIGZCqQk3xp51R0bMTX.jpg,2017-02-23,0.0,0.0,,Beata ignoranza,5.6,2017
10000000,334521,tt4158096,en,Free Fire,"A crime drama set in 1970s Boston, about a gun sale which goes wrong.",10.403003,/rGOIFsq0lQ0Dm3zlxFwNYOYkbIk.jpg,2017-03-31,3565109.0,90.0,All guns. No control.,Free Fire,6.3,2017
0,430826,tt6333052,en,Casting JonBenet,"Twenty years after the modern world's most notorious child murder, the legacy of the crime and its impact are explored.",1.802299,/aHDr48Zq4IojCHRMxzGaS1EMaDB.jpg,2017-04-28,0.0,81.0,Everyone wants the part that's missing,Casting JonBenet,5.4,2017
0,436334,tt6247936,fr,Django,"The story of Django Reinhardt, famous guitarist and composer, and his flight from German-occupied Paris in 1943.",2.251871,/snZ8Blip3oKY5V19tWded4eoYA0.jpg,2017-04-26,0.0,117.0,,Django,6.5,2017
0,444513,tt6616074,en,Amy Schumer: The Leather Special,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",6.891989,/3Efp3j8vqUKyV4iveFCoXKfk2FE.jpg,2017-03-07,0.0,57.0,,Amy Schumer: The Leather Special,4.3,2017
1500000,439695,tt5822160,fi,Saattokeikka,"Lasse is an old racist who has lives in an apartment block filled with a selection of refugees and immigrants. Kamal is a 16-year old boy who's fed up in his life in Finland, and dreams of moving to Nairobi to live with his father. Only problem is that he doesn't have the money to buy the ticket.",1.070002,/hQJwWq6ucDRpV5CJYDmrQJNMqep.jpg,2017-03-10,0.0,78.0,,Unexpected Journey,0.0,2017
0,401546,tt3203620,en,The Dinner,"Two brothers and their wives meet up at a haute-cuisine restaurant to discuss what to do about a horrific crime that their sons committed together. As the quartet debate their options, the conversation reopens old wounds between the siblings.",5.175311,/colBU9Mn7emfgWlZcGU331ZMh5E.jpg,2017-05-05,1323312.0,120.0,How far would you go to protect your children?,The Dinner,4.1,2017
0,424634,tt5376196,de,Wilde Maus,"Kings should be treated courteously! At least, that's what famous music critic Georg (Josef Hader) thinks. But he finds himself counting pennies when his chief editor (Jörg Hartmann) suddenly fires him from the Viennese newspaper for which he has been writing for decades. While keeping his dismissal a secret from his psychotherapist wife Johanna (Pia Hierzegger), whose mind is occupied solely by getting pregnant, Georg begins to plot his revenge. He is aided by old school friend Erich (Georg Friedrich), and in return the newly liberated Georg helps him repair a rundown rollercoaster in Vienna's Prater Park. Georg's nightly campaigns against his former boss start with small acts of vandalism. They soon escalate to extremes, and Georg‘s tame, bourgeois life gets completely out of hand...",1.624783,/lWI8TMdCzx9ztuvWkbAWozk07xM.jpg,2017-02-17,0.0,103.0,,Wild Mouse,7.0,2017
42000,443053,tt6174392,en,The Avenue,"Giancarlo ""Eddie"" Marturano, a down and out gambler trapped in the world he's created for himself. Like his adopted home of Atlantic City, Eddie is beaten, down on one knee, struggling mightily to rise to his feet again. His only salvation is his beloved Sandra and their hope of a better future. When he and his partner in crime, Christian Flynn, stumble onto the deal of their lives, will it finally be their avenue out of town?",0.151264,/facNy9ltCYvUee1lyL918SrI5hM.jpg,2017-01-01,0.0,81.0,"Love, loss, diamonds...and only one way out of Atlantic City.",The Avenue,2.5,2017
10000000,388202,tt5580536,en,Arsenal,"After the deadbeat brother of a businessman is assumed to be in on his own kidnapping, his sibling must take action to rescue him.",4.192948,/6tkmf3MrA3SKoBnVeBJsqXuLJ9a.jpg,2017-01-06,0.0,92.0,Brotherhood has its price.,Arsenal,5.0,2017
0,437031,tt5456104,es,Zona hostil,"The crew of a medical helicopter suffers an accident when helping a joint force of USA and United Nations troops under Spanish command division in Afghanistan. The Spanish army has only one night to organize the rescue of the crew and injured, but what seems routine turns into hell once they receive the order to rescue the helicopter as well. Things only get worse when during the night a huge a concentration of Talibans begin surround them.",33.536359,/pIi99YX0L6YzTHDzt8r7oLG01Ky.jpg,2017-03-10,5000000.0,93.0,,Rescue Under Fire,6.1,2017
0,446048,tt6664120,en,Jim Norton: Mouthful of Shame,"Fedoras, mom's underpants, and puppy love all make Jim Norton's s**t list in 'Mouthful of Shame'.",0.440622,/jzftR0zoad6DV4U8XP9FPgW8NnT.jpg,2017-03-14,0.0,61.0,,Jim Norton: Mouthful of Shame,7.2,2017
0,441168,tt6237208,en,From Straight A's to XXX,"When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",1.677614,/q4Nz80qQOmRSbW2ujYVTKP57BEy.jpg,2017-02-11,0.0,87.0,Inspired by a true story,From Straight A's to XXX,6.1,2017
0,392207,tt4924942,en,The Invisible Guardian,"When the naked body of a teenage girl is found on the banks of the River Baztán, it is quickly linked to a similar murder one month before. Soon, rumours are flying in the nearby village of Elizondo. Is this the work of a ritualistic killer or is it the basajaun, the ‘invisible guardian’ of Basque mythology?  Inspector Amaia Salazar leads the investigation, taking her back to the heart of the Basque country where she was born, and where she hoped never to return. Shrouded in mist and surrounded by impenetrable forests, it is a place of unresolved conflicts and a terrible secret from Amaia’s childhood that will come back to haunt her.  Faced with the superstitions of the village, Amaia must fight the demons of her past to confront the reality of a serial killer on the loose. But as she is drawn deeper into the investigation, she feels the presence of something darker lurking in the shadows…",14.881223,/6y4HXlFmEKBmzCnKnADsT2c7yNL.jpg,2017-03-03,0.0,129.0,,The Invisible Guardian,6.9,2017
0,355277,tt4629266,zh,Born in China,"Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda bear and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.",7.709977,/7oOHmp6SwuLmVEpdDInm14OmlzL.jpg,2017-04-21,0.0,76.0,,Born in China,7.6,2017
0,412302,tt5795086,en,Gemini,"A heinous crime tests the complex relationship between a tenacious personal assistant and her Hollywood starlet boss. As the assistant travels across Los Angeles to unravel the mystery, she must stay one step ahead of a determined policeman and confront her own understanding of friendship, truth and celebrity.",0.703045,/oAHhrZEZE8ortBpHwJpbk7KJUa0.jpg,2017-03-12,0.0,92.0,,Gemini,0.0,2017
0,440767,tt6562866,en,Trevor Noah: Afraid of the Dark,Trevor Noah stars in his first Netflix special.,0.995065,/wc53tLkKNGElY8IFK9B0VbenFna.jpg,2017-02-21,0.0,68.0,,Trevor Noah: Afraid of the Dark,7.6,2017
0,413778,tt2936884,fr,Paris pieds nus,"Fiona visits Paris for the first time to assist her myopic Aunt Martha. Catastrophes ensue, mainly involving Dom, a homeless man who has yet to have an emotion or thought he was afraid of expressing.",0.926642,/gDZ4IWmm0UJB5ciEoZsTOS3aDbH.jpg,2017-03-08,0.0,83.0,,Lost in Paris,7.0,2017
0,444705,tt6648926,en,Dave Chappelle: The Age of Spin,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials. Filmed at The Palladium in Los Angeles, California, in March 2016.",2.520099,/lFGP9COk4X3sBqrkUpbQ78GdnZm.jpg,2017-03-21,0.0,67.0,Live at The Hollywood Palladium,Dave Chappelle: The Age of Spin,7.6,2017
0,430156,tt6375308,en,David Bowie: The Last Five Years,"There was nothing predictable about David Bowie - everything was designed to intrigue, to challenge, to defy all expectations. But perhaps no period in David Bowie’s extraordinary career raised more fascination, more surprise, and more questions, than the last five years.",1.559615,/9PrCrifbO5gf8jMmhqj6b0RfUL8.jpg,2017-01-07,0.0,90.0,,David Bowie: The Last Five Years,7.8,2017
0,408435,tt5287168,sv,Sameblod,"Elle Marja, 14, is a reindeer-breeding Sami girl. Exposed to the racism of the 1930s and phrenological examinations at her boarding school, she starts dreaming of another life. To achieve this other life she has to become someone else and break all ties with her family and culture.",0.908945,/peSIWNR1eTeRgfLgJN7mh35VSsb.jpg,2017-01-20,0.0,110.0,,Sami Blood,8.0,2017
4000000,444193,tt0339736,en,The Evil Within,"The sadistic tale of a lonely, mentally handicapped boy who befriends his reflection in an antique mirror. This demonic creature orders him to go on a murderous rampage to kill the people he loves most.",2.559746,/3fpCyTEQqXZHTqGeOFiB2z4jrbj.jpg,2017-06-13,0.0,98.0,You Can't Run From a Nightmare,The Evil Within,7.4,2017
0,396810,tt5023260,en,The Last Word,"A retired businesswoman – who tries to control everything around her – decides to write her own obituary. A young journalist takes up the task of finding out the truth, and the result is a life-altering friendship.",7.248414,/qjnaeSexMNcCaIeouMWltkpxWD2.jpg,2017-03-03,1783421.0,108.0,An unexpected friendship that began at the end.,The Last Word,6.5,2017
25000000,417644,tt0493405,en,CHiPS,The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,12.238061,/5HqRLIGVNdet68CEO8N5MVx02i6.jpg,2017-03-23,26800152.0,100.0,Chip Happens,CHiPS,6.2,2017
5000000,353569,tt1412528,en,Table 19,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway – only to find herself seated with five fellow-unwanted guests at the dreaded Table 19.",8.645067,/vz0CWnSwcQz1si7pLZp4hC4A1zi.jpg,2017-01-20,3305592.0,87.0,«You're invited to the wedding of the season»,Table 19,6.2,2017
25000000,353070,tt2568862,en,Going in Style,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",15.157255,/8cfnkH6XVXJc0hDU4r0peedN7cZ.jpg,2017-04-06,84618541.0,96.0,,Going in Style,6.6,2017
0,286538,tt3722062,en,Bokeh,"On a romantic getaway to Iceland, a young American couple wake up one morning to discover every person on Earth has disappeared. Their struggle to survive and to reconcile the mysterious event lead them to reconsider everything they know about themselves and the world.",6.165126,/cedeEgSeKpsFZH9z9LgWbEqILlW.jpg,2017-03-24,0.0,104.0,,Bokeh,5.1,2017
0,398929,tt5657028,fr,Alibi.com,"Greg founded a company called Alibi.com that creates any type of alibi. With his associate, Augustin, and Medhi his new employee, they devise unstoppable stratagems and stagings to cover their clients. But meeting Flo, a pretty blonde who hates men who lie, will complicate Greg's life, which begins by hiding the true nature of his activity. During the presentation to parents, Greg understands that Gérard, the father of Flo, is also one of their clients.",9.09546,/mC7S1vN4gIE8PR8r0UenMqwXXa7.jpg,2017-02-15,222430.0,90.0,,Alibi.com,6.9,2017
0,444706,tt6649108,en,Dave Chappelle: Deep in the Heart of Texas,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials. Filmed at the Moody Theater in Austin, Texas, in April 2015.",2.162462,/jaHuxnzJy616w4Muv2NxZgQ9fUu.jpg,2017-03-21,0.0,66.0,Live at Austin City Limits,Dave Chappelle: Deep in the Heart of Texas,8.0,2017
0,352501,tt4662420,en,All Nighter,"When a globe-trotting, workaholic father trying to visit his daughter on a last minute layover in Los Angeles discovers that she’s disappeared, he forces her awkward, nervous ex-boyfriend, still nursing a broken heart, to help him find her over the course of one increasingly crazy night.",5.541765,/ciNUrbNv871umQ3IqvIOjet4s4E.jpg,2017-03-10,0.0,86.0,The fastest way to get over an ex? Stay up all night with her dad.,All Nighter,6.1,2017
0,431937,tt6095616,fr,Monsieur & Madame Adelman,"How did Sarah and Victor get along for more than 45 years? Who was really this enigmatic woman living in the shadow of her husband? Love and ambition, betrayals and secrets nourish this odyssey of an extraordinary couple, crossing with us small and great history of the last century.",4.319959,/uLFRG727xPl8mdrkteya7RhEZfz.jpg,2017-03-08,0.0,120.0,,Mr & Mme Adelman,7.7,2017
